"T_values","mu_mean","mu_std","gcc_mean","gcc_std"
0.03,0.0356339698814714,0.0146394333663972,0.75662,0.202228025470542
0.0492857142857143,0.0428786936558093,0.0145607044702613,0.73917,0.194694650776071
0.0685714285714286,0.052232497242868,0.0207868600676498,0.71002,0.218152163708298
0.0878571428571429,0.0597455791671142,0.0216264540183999,0.639636,0.217822848598187
0.107142857142857,0.0647906523681412,0.024681115200138,0.625504,0.205481196279586
0.126428571428571,0.0834948936256481,0.0238256379705142,0.60878,0.197603384462464
0.145714285714286,0.0734080080260058,0.0259241951415625,0.597464,0.200929382213589
0.165,0.0900222611687318,0.0225769116786732,0.464102,0.195705805332433
0.184285714285714,0.0861287294054299,0.0292124503038109,0.516636,0.201098087306586
0.203571428571429,0.0989413223637691,0.0321582371119487,0.458258,0.196041482584369
0.222857142857143,0.106133568425888,0.0298412653564387,0.414164,0.177102493972921
0.242142857142857,0.0991959315237686,0.0316568079968995,0.394782,0.177755663177961
0.261428571428571,0.101954466323013,0.0345005735578248,0.3941,0.200002280599242
0.280714285714286,0.109842844966915,0.0325589470310681,0.349476,0.192257415196291
0.3,0.108215374317338,0.0315549633416476,0.343814,0.167676216183063
0.3,0.114707051956523,0.0284862342943692,0.267724,0.146952665654139
0.347368421052632,0.112443463418251,0.0330916214749294,0.267206,0.162414541937146
0.394736842105263,0.109760945474034,0.0313096364584647,0.23038,0.133928442666605
0.442105263157895,0.113847372155634,0.024472939541012,0.15355,0.102530451922483
0.489473684210526,0.0992271862526878,0.022967456699326,0.156272,0.0789310912073542
0.536842105263158,0.0893201788065889,0.0188395086288688,0.121962,0.0727429045280959
0.58421052631579,0.0692617030200831,0.0245431683562298,0.117464,0.081015006823503
0.631578947368421,0.0565567051169705,0.0226770966131799,0.10288,0.0698777445519922
0.678947368421053,0.0395423767284172,0.0195687738902725,0.089406,0.0605098723940388
0.726315789473684,0.0166772749082339,0.0155699094737087,0.07752,0.0474516381085382
0.773684210526316,-0.00516697396202023,0.0168059980357814,0.067234,0.0454084529126281
0.821052631578947,-0.024968753661693,0.012780857338585,0.054232,0.0352312618599575
0.868421052631579,-0.0494532922313405,0.0107159543729185,0.052898,0.0347033580096056
0.91578947368421,-0.0798721681863124,0.012640360116628,0.05602,0.032509628087189
0.963157894736842,-0.10370884190602,0.0102145348576335,0.045522,0.0304257496344187
1.01052631578947,-0.132822056987376,0.00989335546221417,0.043632,0.0268337469524888
1.05789473684211,-0.157472145290009,0.00976292766958041,0.034526,0.0190828035633325
1.10526315789474,-0.189064301732427,0.00971798665762669,0.040708,0.0279905147199139
1.15263157894737,-0.212638329803507,0.0100595685952465,0.029884,0.0144639645114248
1.2,-0.244199019409526,0.00891136863303754,0.036164,0.0212545866358587
1.2,-0.243031259005773,0.00899591611694521,0.03244,0.0181821958216811
1.82857142857143,-0.652796200127332,0.0078643042513678,0.029892,0.0149977391493464
2.45714285714286,-1.07177238376732,0.00640167339199267,0.02099,0.00821266443627506
3.08571428571429,-1.49925080296621,0.00669992986110476,0.020702,0.00670940521710732
3.71428571428571,-1.9298288230735,0.00605123028657907,0.018902,0.00678297659059586
4.34285714285714,-2.36184061029953,0.00533407604781975,0.018384,0.00452410144421531
4.97142857142857,-2.79580429535992,0.00505354388445228,0.019512,0.00579227634925359
5.6,-3.22853874642145,0.00639834195740102,0.021004,0.00654478948383789
6.22857142857143,-3.66335960184371,0.00497024215602722,0.018446,0.00516784445649544
6.85714285714286,-4.09985558685062,0.00566570013945568,0.019844,0.00635610457010601
7.48571428571429,-4.53341081681512,0.00603239946132654,0.02172,0.00666170904099982
8.11428571428572,-4.96568295548434,0.00567329708864457,0.023266,0.00837063891936376
8.74285714285714,-5.40209074457488,0.00475802652436241,0.019522,0.00619345572984509
9.37142857142857,-5.83616980294111,0.00510239119694001,0.018714,0.00508435013807376
10,-6.27145924187286,0.00557463509612739,0.018834,0.00590881769312713
